reference,legend,image_url,quantity
2AP3338,"Anonymous - Night view at St. Peter's cathedral, Rome",https://pg-plaisio.gr/img/p/1/7/0/9/3/17093.jpg,0
2AP3339,"Anonymous - Sloops racing, 1926",https://pg-plaisio.gr/img/p/1/7/0/8/9/17089.jpg,0
2AP3347,Oleg Znamenskiy - Birch grove in autumn,https://pg-plaisio.gr/img/p/1/7/0/5/5/17055.jpg,0
2AP3349,"Anonymous - Taxi in Times Square, NYC",https://pg-plaisio.gr/img/p/1/7/0/8/4/17084.jpg,0
2AP3350,"Pangea Images - Union jack double-decker bus, London",https://pg-plaisio.gr/img/p/1/7/0/8/0/17080.jpg,0
2AP3351,"Anonymous - Tree lined plantation entrance, South Carolina",https://pg-plaisio.gr/img/p/1/7/0/7/6/17076.jpg,0
2AP3352,"Anonymous - Twilight on lake, UK",https://pg-plaisio.gr/img/p/1/7/0/7/2/17072.jpg,0
2AP3358,"Anonymous - Golden Gate Bridge, San Francisco",https://pg-plaisio.gr/img/p/1/7/0/6/7/17067.jpg,0
2AP3359,"Anonymous - Night view at St. Peter's cathedral, Rome",https://pg-plaisio.gr/img/p/1/7/0/6/3/17063.jpg,0
2AP3419,"Pangea Images - Beach in Maui, Hawaii, at sunset",https://pg-plaisio.gr/img/p/1/7/0/5/9/17059.jpg,90
2AP3659,Julian Lauren - Woman with Cheetah,https://pg-plaisio.gr/img/p/9/7/7/2//9772.jpg,0
2AP3665,"Pangea Images - Reef Sharks and fish, Indian Sea",https://pg-plaisio.gr/img/p/9/7/6/8//9768.jpg,0
2AP3666,"Pangea Images - Sea Turtle and fish, Maldivian Coral Reef",https://pg-plaisio.gr/img/p/9/7/6/4//9764.jpg,0
2AP3673,"Anonymous - Herd of African Elephants, Kenya",https://pg-plaisio.gr/img/p/9/7/6/0//9760.jpg,0
2AP3679,Barry Mancini - The Brooklyn Bridge and Twin Towers at Night,https://pg-plaisio.gr/img/p/9/7/5/6//9756.jpg,90
2AP3682,Gasoline Images - Ocean Waves Breaking on Vintage Beauties (BW),https://pg-plaisio.gr/img/p/9/7/5/2//9752.jpg,0
2AP3685,Gasoline Images - Ocean Waves Breaking on Vintage Beauties,https://pg-plaisio.gr/img/p/9/7/4/8//9748.jpg,0
2AP3691,"Pangea Images - Kingsman Cavalier, English Thoroughbred",https://pg-plaisio.gr/img/p/9/7/4/4//9744.jpg,0
2AP3718,"Pangea Images - Vintage car and mural, Cuba",https://pg-plaisio.gr/img/p/9/7/4/0//9740.jpg,0
2AP3719,"Pangea Images - Cars in Avenida de Maceo, Havana, Cuba",https://pg-plaisio.gr/img/p/9/7/3/6//9736.jpg,0
2AP3720,"Pangea Images - Cars in Avenida de Maceo, Havana, Cuba (BW)",https://pg-plaisio.gr/img/p/9/7/3/2//9732.jpg,0
2AP3836,"Gasoline Images - At Belvedere Palace, Vienna",https://pg-plaisio.gr/img/p/9/7/2/8//9728.jpg,0
2AP3881,"Anonymous - Piazza di Spagna, Roma",https://pg-plaisio.gr/img/p/9/7/2/4//9724.jpg,0
2AP3986,Julian Lauren - Champagne Zoom,https://pg-plaisio.gr/img/p/9/7/2/0//9720.jpg,0
2AP3988,"Julian Lauren - Vintage Taxi in Times Square, NYC",https://pg-plaisio.gr/img/p/9/7/1/6//9716.jpg,0
2AP3989,Gasoline Images - Roaring Bullet,https://pg-plaisio.gr/img/p/9/7/1/2//9712.jpg,0
2AP3990,Pangea Images - Morning Lights on a Jetty (detail),https://pg-plaisio.gr/img/p/9/7/0/8//9708.jpg,0
2AP3993,"Anonymous - Piazza Navona, Roma",https://pg-plaisio.gr/img/p/9/7/0/4//9704.jpg,0
2AP3994,"Pangea Images - The Dark Hedges, Ireland",https://pg-plaisio.gr/img/p/9/7/0/0//9700.jpg,0
2AP3995,"Pangea Images - The Dark Hedges, Ireland (BW)",https://pg-plaisio.gr/img/p/9/6/9/6//9696.jpg,0
2AP4046,"Pangea Images - Lavender Fields, France",https://pg-plaisio.gr/img/p/9/6/9/2//9692.jpg,0
2AP4047,"Pangea Images - Lavender Field in Provence, France",https://pg-plaisio.gr/img/p/9/6/8/8//9688.jpg,0
2AP4069,Gasoline Images - Black Cobra,https://pg-plaisio.gr/img/p/9/6/8/4//9684.jpg,0
2AP4225,Pangea Images - Lovers,https://pg-plaisio.gr/img/p/7/5/1/0//7510.jpg,0
2AP4227,Pangea Images - Leopard hunting,https://pg-plaisio.gr/img/p/7/5/1/4//7514.jpg,0
2AP4253,Pangea Images - Herd of wild horses,https://pg-plaisio.gr/img/p/7/5/1/8//7518.jpg,0
2AP4254,Pangea Images - Herd of wild horses (BW),https://pg-plaisio.gr/img/p/7/5/2/2//7522.jpg,0
2AP4304,"Barry Mancini - Tower Bridge, London",https://pg-plaisio.gr/img/p/7/5/2/6//7526.jpg,0
2AP4305,Julian Lauren - Trocadero View,https://pg-plaisio.gr/img/p/7/5/3/0//7530.jpg,0
2AP4309,Pangea Images - Lion walking in African Savannah,https://pg-plaisio.gr/img/p/7/5/3/4//7534.jpg,0
2AP4310,"Pangea Images - Cheetah Hunting, Masai Mara",https://pg-plaisio.gr/img/p/7/5/3/8//7538.jpg,0
2AP4314,Pangea Images - Tree lined road in the snow,https://pg-plaisio.gr/img/p/7/5/4/2//7542.jpg,0
2AP4315,Pangea Images - Birches in a Park,https://pg-plaisio.gr/img/p/7/5/4/6//7546.jpg,0
2AP4317,"Gasoline Images - Cuba Libre, Havana",https://pg-plaisio.gr/img/p/7/5/5/0//7550.jpg,0
2AP4318,Gasoline Images - Iconic street art I,https://pg-plaisio.gr/img/p/7/5/5/4//7554.jpg,0
2AP4319,Gasoline Images - Iconic street art II,https://pg-plaisio.gr/img/p/7/5/5/8//7558.jpg,0
2AP4324,Julian Lauren - Black Swan,https://pg-plaisio.gr/img/p/7/5/6/2//7562.jpg,0
2AP4325,Julian Lauren - Up!,https://pg-plaisio.gr/img/p/7/5/6/6//7566.jpg,0
2AP4327,Julian Lauren - Brotherhood,https://pg-plaisio.gr/img/p/7/5/7/0//7570.jpg,0
2AP4336,Arlo Wren Photos - In the woods,https://pg-plaisio.gr/img/p/7/5/7/4//7574.jpg,0
2AP4339,Big City Photos - Heart of a City,https://pg-plaisio.gr/img/p/7/5/7/8//7578.jpg,0
2AP4621,Haute Photo Collection - Escalier en Italie,https://pg-plaisio.gr/img/p/5/7/6/8//5768.jpg,0
2AP4718,Gasoline Images - Princess at the Palace,https://pg-plaisio.gr/img/p/5/7/7/2//5772.jpg,0
2AP4719,Gasoline Images - Roadster in Paris,https://pg-plaisio.gr/img/p/5/7/7/6//5776.jpg,0
2AP4720,Gasoline Images - Roadster in Paris (Rouge),https://pg-plaisio.gr/img/p/5/7/8/0//5780.jpg,0
2AP4859,Pangea Images - Morning in Paris,https://pg-plaisio.gr/img/p/5/7/8/4//5784.jpg,0
2AP4860,Pangea Images - Morning in Paris (BW),https://pg-plaisio.gr/img/p/5/7/8/8//5788.jpg,0
2AP4871,"Pangea Images - Surfing the big wave, Tasmania (detail)",https://pg-plaisio.gr/img/p/5/7/9/2//5792.jpg,0
2AP4873,"Pangea Images - Waves crashing, Point Reyes, California (detail)",https://pg-plaisio.gr/img/p/5/7/9/6//5796.jpg,0
2AP4877,"Pangea Images - Waterfall in Santa Rosa de Cabal, Colombia (detail)",https://pg-plaisio.gr/img/p/5/8/0/0//5800.jpg,0
2AP4883,"Anonymous - Male lion, Namibia (detail)",https://pg-plaisio.gr/img/p/5/8/0/4//5804.jpg,0
2AP4884,"Anonymous - Male lion, Namibia (detail, BW)",https://pg-plaisio.gr/img/p/5/8/0/8//5808.jpg,0
2AP4890,"Anonymous - Wolves in the snow, Germany (detail)",https://pg-plaisio.gr/img/p/5/8/1/2//5812.jpg,0
2AP4891,"Anonymous - Wolves in the snow, germany (detail, BW)",https://pg-plaisio.gr/img/p/5/8/1/6//5816.jpg,0
2AP4956,"Pangea Images - Wave crashing on the beach, Kauai Island, Hawaii (detail)",https://pg-plaisio.gr/img/p/5/8/2/0//5820.jpg,0
2AP4996,"Pangea Images - Waves crashing, Point Reyes, California (detail, BW)",https://pg-plaisio.gr/img/p/5/8/2/4//5824.jpg,0
2AP5065,Gasoline Images - Vintage Beauty and Diner (Red),https://pg-plaisio.gr/img/p/1/7/6/5/5/17655.jpg,0
2AP5066,Gasoline Images - Vintage Beauty and Diner,https://pg-plaisio.gr/img/p/1/7/6/5/0/17650.jpg,0
2AP5067,Gasoline Images - Vintage Sportscar in historical park,https://pg-plaisio.gr/img/p/1/7/6/4/6/17646.jpg,0
2AP5077,Pangea Images - Lighthouse of Tranquillity,https://pg-plaisio.gr/img/p/1/7/6/4/3/17643.jpg,0
2AP5078,Pangea Images - Ocean Sailing,https://pg-plaisio.gr/img/p/1/7/6/3/9/17639.jpg,0
2AP5079,"Pangea Images - Waterfall in Krka National Park, Croatia",https://pg-plaisio.gr/img/p/1/7/6/3/5/17635.jpg,0
2AP5146,Pangea Images - Sailing (detail),https://pg-plaisio.gr/img/p/1/9/7/0/1/19701.jpg,0
2AP5147,Pangea Images - Set Sails (detail),https://pg-plaisio.gr/img/p/1/9/6/9/7/19697.jpg,0
2AP5148,Anonymous - Reliance,https://pg-plaisio.gr/img/p/1/9/6/9/3/19693.jpg,0
2AP5157,"Pangea Images - Brothers, Lanikai Beach, Hawaii (BW)",https://pg-plaisio.gr/img/p/1/9/6/8/9/19689.jpg,0
2AP5158,"Pangea Images - Band of Brothers, Lanikai Beach, Hawaii",https://pg-plaisio.gr/img/p/1/9/6/8/5/19685.jpg,0
2AP5159,"Pangea Images - Herd of Horses, Camargue",https://pg-plaisio.gr/img/p/1/9/6/8/1/19681.jpg,0
2AP5160,Pangea Images - Bengal Tigers (detail),https://pg-plaisio.gr/img/p/1/9/6/7/7/19677.jpg,0
2AP5161,"Pangea Images - Bengal Tigers (detail, BW)",https://pg-plaisio.gr/img/p/1/9/6/7/3/19673.jpg,0
2AP5162,"Pangea Images - Brothers, Masai Mara, Kenya (detail)",https://pg-plaisio.gr/img/p/1/9/6/6/9/19669.jpg,0
2AP5169,Pangea Images - Waterfall in a forest,https://pg-plaisio.gr/img/p/1/9/6/6/5/19665.jpg,0
2AP5170,Pangea Images - Waterfall in a forest (BW),https://pg-plaisio.gr/img/p/1/9/6/6/1/19661.jpg,0
2AP5379,"Neil Rabinowitz - Sailboat Leaning to the Side (detail, BW)",https://pg-plaisio.gr/img/p/1/9/6/5/7/19657.jpg,0
2AP5576,Gasoline Images - Interstate '59 (detail),https://pg-plaisio.gr/img/p/2/3/0/6/2/23062.jpg,0
2AP5577,Gasoline Images - Interstate '59 (red),https://pg-plaisio.gr/img/p/2/3/0/5/8/23058.jpg,0
2AP5579,Gasoline Images - Wandering in the USA,https://pg-plaisio.gr/img/p/2/3/0/5/4/23054.jpg,0
2AP5584,Gasoline Images - Cruisin' USA (BW),https://pg-plaisio.gr/img/p/2/3/0/5/0/23050.jpg,0
2AP5585,Gasoline Images - Cruisin' USA,https://pg-plaisio.gr/img/p/2/3/0/4/6/23046.jpg,0
2AP5588,Gasoline Images - American Bullets (BW),https://pg-plaisio.gr/img/p/2/3/0/4/2/23042.jpg,0
2AP5589,Gasoline Images - American Bullets,https://pg-plaisio.gr/img/p/2/3/0/3/8/23038.jpg,0
2AP5602,Pangea Images - The Coral Reef,https://pg-plaisio.gr/img/p/2/3/0/3/4/23034.jpg,0
2AP5605,Pangea Images - Rainforest Waterfall,https://pg-plaisio.gr/img/p/2/3/0/3/0/23030.jpg,0
2AP5611,VizLab - Dark Lady,https://pg-plaisio.gr/img/p/2/3/0/1/8/23018.jpg,0
2AP5625,"Gasoline Images - Waiting for the Waves, Miami Beach (detail)",https://pg-plaisio.gr/img/p/2/3/0/2/6/23026.jpg,0
2AP5626,Gasoline Images - Surfers’ Retreat,https://pg-plaisio.gr/img/p/2/3/0/2/2/23022.jpg,0
2AP5898,VizLab - Rock is Alive!,https://pg-plaisio.gr/img/p/2/3/0/1/4/23014.jpg,0
2AP6149,Pangea Images - Dog Pups in a Suitcase,https://pg-plaisio.gr/img/p/2/3/0/1/0/23010.jpg,0
2AP6151,Pangea Images - Cats in the Sun,https://pg-plaisio.gr/img/p/2/3/0/0/6/23006.jpg,0
2AP6153,Pangea Images - Sovereign passing by (Masai Mara),https://pg-plaisio.gr/img/p/2/3/0/0/2/23002.jpg,0
2AP6154,"Pangea Images - Sovereign passing by (Masai Mara, BW)",https://pg-plaisio.gr/img/p/2/2/9/9/8/22998.jpg,0
2AP6159,Pangea Images - Autumn in Quebec,https://pg-plaisio.gr/img/p/2/2/9/9/4/22994.jpg,0
2AP6161,"Pangea Images - Val d’Orcia, Siena, Tuscany (detail)",https://pg-plaisio.gr/img/p/2/2/9/9/0/22990.jpg,0
2AP6165,"Pangea Images - Strada del Brunello, Tuscany (BW)",https://pg-plaisio.gr/img/p/2/2/9/8/6/22986.jpg,0
2AP6170,Pangea Images - Sailing on a Silver Sea,https://pg-plaisio.gr/img/p/2/2/9/8/2/22982.jpg,0
2AP6171,Pangea Images - Sailing on a Silver Sea (BW),https://pg-plaisio.gr/img/p/2/2/9/7/8/22978.jpg,0
2AP6673,"Pangea Images - A Tribute in Light, NYC",https://pg-plaisio.gr/img/p/2/9/4/6/6/29466.jpg,0
2AP6674,"Pangea Images - A Tribute in Light, NYC (B&W)",https://pg-plaisio.gr/img/p/2/9/4/6/2/29462.jpg,0
2AP6680,"Pangea Images - Aurora Borealis, Iceland (detail)",https://pg-plaisio.gr/img/p/2/9/4/5/8/29458.jpg,0
2AP6686,"Pangea Images - Wild Horses by a Lake, Iceland",https://pg-plaisio.gr/img/p/2/9/4/5/4/29454.jpg,0
2AP6687,"Pangea Images - Wild Horses, Mono Lake Natural Reserve, California",https://pg-plaisio.gr/img/p/2/9/4/5/0/29450.jpg,0
2AP6688,"Pangea Images - Sunset on a Lake, Scotland (B&W)",https://pg-plaisio.gr/img/p/2/9/4/4/6/29446.jpg,0
2AP6689,Pangea Images - Smooth Sailing,https://pg-plaisio.gr/img/p/2/9/4/4/2/29442.jpg,0
2AP6690,Pangea Images - Pebbles on the Beach (B&W),https://pg-plaisio.gr/img/p/2/9/4/3/8/29438.jpg,0
2AP7108,"Pangea Images - Sailboat approaching Lighthouse, Mediterranean Sea (detail)",https://pg-plaisio.gr/img/p/2/9/4/3/4/29434.jpg,0
2AP7116,Eadweard Muybridge - Animal Locomotion,https://pg-plaisio.gr/img/p/2/9/4/3/0/29430.jpg,0
2AP981,Zero Creative Studio - Horses on the beach (detail),https://pg-plaisio.gr/img/p/1/7/0/5/1/17051.jpg,140
2AP993,Anonymous - Rows of trees bordering greensward (detail),https://pg-plaisio.gr/img/p/1/7/0/4/7/17047.jpg,0
2AR4818,Asia Rivieri - Colors of Nature,https://pg-plaisio.gr/img/p/5/8/2/8//5828.jpg,0
2AR4819,Asia Rivieri - Colors of Water,https://pg-plaisio.gr/img/p/5/8/3/2//5832.jpg,0
2ARM4137,Arturo Armenti - Nero e Oro,https://pg-plaisio.gr/img/p/7/5/8/2//7582.jpg,-1
2ARM4138,Arturo Armenti - Vestigia,https://pg-plaisio.gr/img/p/7/5/8/6//7586.jpg,140
2ARM4382,Arturo Armenti - Equilibrio,https://pg-plaisio.gr/img/p/7/5/9/0//7590.jpg,0
2ARM4383,Arturo Armenti - Portale infinito,https://pg-plaisio.gr/img/p/7/5/9/4//7594.jpg,0
2ARM4552,Arturo Armenti - Orbita solare,https://pg-plaisio.gr/img/p/5/8/3/6//5836.jpg,1400
2ARM4553,Arturo Armenti - Proiezioni zodiacali,https://pg-plaisio.gr/img/p/5/8/4/0//5840.jpg,0
2ARM5467,Arturo Armenti - Corpi gravitazionali,https://pg-plaisio.gr/img/p/2/2/9/7/4/22974.jpg,0
2ARM5468,Arturo Armenti - Orbite cremisi,https://pg-plaisio.gr/img/p/2/2/9/7/0/22970.jpg,140
2ARM5469,Arturo Armenti - Orbite gemelle,https://pg-plaisio.gr/img/p/2/2/9/6/6/22966.jpg,0
2ARM5470,Arturo Armenti - Orbite Spaziali (Blu),https://pg-plaisio.gr/img/p/2/2/9/6/2/22962.jpg,0
2ARM5471,Arturo Armenti - Orbite Spaziali (Rosso),https://pg-plaisio.gr/img/p/2/2/9/5/8/22958.jpg,0
2AT1230,Andrea Antinori - The Black Sofa,https://pg-plaisio.gr/img/p/1/8/1/3/7/18137.jpg,140
2AT1231,Andrea Antinori - The Red Sofa,https://pg-plaisio.gr/img/p/1/8/1/3/9/18139.jpg,140
2AT5141,Andrea Antinori - Red Tulips in a Glass Vase (detail),https://pg-plaisio.gr/img/p/1/7/6/3/0/17630.jpg,0
2AT5142,Andrea Antinori - White Callas in a Glass Vase (detail),https://pg-plaisio.gr/img/p/1/7/6/2/6/17626.jpg,0
2AT5337,Andrea Antinori - Two Orchids,https://pg-plaisio.gr/img/p/1/9/6/5/3/19653.jpg,0
2AT5747,Andrea Antinori - Orchids on a Golden Background,https://pg-plaisio.gr/img/p/2/2/9/5/4/22954.jpg,0
2AT5748,Andrea Antinori - Orchids on Grey Background,https://pg-plaisio.gr/img/p/2/2/9/5/0/22950.jpg,0
2AT5749,Andrea Antinori - Orchids on Red Background,https://pg-plaisio.gr/img/p/2/2/9/4/6/22946.jpg,0
2AU3495,Anne Munson - Rhapsody in Blue,https://pg-plaisio.gr/img/p/1/2/9/8/6/12986.jpg,0
2AU3775,Anne Munson - Colors Royale,https://pg-plaisio.gr/img/p/1/8/1/3/5/18135.jpg,140
2AU3778,Anne Munson - Eccentric Motion,https://pg-plaisio.gr/img/p/9/6/7/6//9676.jpg,0
2AU4419,Anne Munson - Acte,https://pg-plaisio.gr/img/p/7/5/9/8//7598.jpg,0
2AU4420,Anne Munson - Blinking,https://pg-plaisio.gr/img/p/7/6/0/2//7602.jpg,0
2AU4421,Anne Munson - Eptafluo,https://pg-plaisio.gr/img/p/7/6/0/6//7606.jpg,0
2AU4571,Anne Munson - The Sands,https://pg-plaisio.gr/img/p/5/8/4/4//5844.jpg,0
2AU5103,Anne Munson - Quiet Intervals,https://pg-plaisio.gr/img/p/1/7/6/2/2/17622.jpg,0
2AU5104,Anne Munson - Paused Events,https://pg-plaisio.gr/img/p/1/7/6/1/8/17618.jpg,0
2AU5274,Anne Munson - I can resist anything...,https://pg-plaisio.gr/img/p/1/9/6/4/9/19649.jpg,0
2AU5275,Anne Munson - We are Dreams,https://pg-plaisio.gr/img/p/1/9/6/4/5/19645.jpg,0
2AU5761,Anne Munson - White Choreography,https://pg-plaisio.gr/img/p/2/2/9/4/2/22942.jpg,140
2AU5762,Anne Munson - Subdued Choreography,https://pg-plaisio.gr/img/p/2/2/9/3/8/22938.jpg,0
2AU5765,Anne Munson - Comfort Zone Variation,https://pg-plaisio.gr/img/p/2/2/9/3/4/22934.jpg,0
2AU6202,Anne Munson - Collective Soul,https://pg-plaisio.gr/img/p/2/2/9/3/0/22930.jpg,0
2AU6203,Anne Munson - Collective Spirit (detail),https://pg-plaisio.gr/img/p/2/2/9/2/6/22926.jpg,0
2AV2848,Alex Vinci - Calla abstraction,https://pg-plaisio.gr/img/p/1/2/9/8/2/12982.jpg,0
2AV2849,Alex Vinci - Orchid blackboard,https://pg-plaisio.gr/img/p/1/2/9/7/8/12978.jpg,0
2AV2850,Alex Vinci - Tulip blackboard,https://pg-plaisio.gr/img/p/1/2/9/7/4/12974.jpg,0
2AV3046,Alex Vinci - Gerbera Abstraction,https://pg-plaisio.gr/img/p/1/2/9/7/0/12970.jpg,0
2AV4612,Alex Vinci - Into the Light,https://pg-plaisio.gr/img/p/5/8/4/8//5848.jpg,0
2BA1768,Leonardo Bacci - Silva,https://pg-plaisio.gr/img/p/1/2/9/6/6/12966.jpg,0
2BA1769,Leonardo Bacci - Acero,https://pg-plaisio.gr/img/p/1/2/9/6/2/12962.jpg,0
2BA1862,Leonardo Bacci - Sogni e onde,https://pg-plaisio.gr/img/p/1/2/9/5/8/12958.jpg,0
2BA1863,Leonardo Bacci - Rosso fiorentino,https://pg-plaisio.gr/img/p/1/2/9/5/4/12954.jpg,0
2BA2935,Leonardo Bacci - Gilded Oak,https://pg-plaisio.gr/img/p/1/8/1/3/3/18133.jpg,140
2BA2936,Leonardo Bacci - Antibes,https://pg-plaisio.gr/img/p/1/2/9/4/6/12946.jpg,0
2BA3487,Leonardo Bacci - Ships Sailing Quietly,https://pg-plaisio.gr/img/p/1/2/9/4/2/12942.jpg,0
2BA3943,Leonardo Bacci - Multicolor Pattern I,https://pg-plaisio.gr/img/p/9/6/7/2//9672.jpg,0
2BA4574,Leonardo Bacci - Early Morning on the Enchanted Lagoon,https://pg-plaisio.gr/img/p/5/8/5/2//5852.jpg,0
2BA4575,Leonardo Bacci - Moon Rising from the Crimson Sky,https://pg-plaisio.gr/img/p/5/8/5/6//5856.jpg,0
2BA5267,Leonardo Bacci - Samba pa tì,https://pg-plaisio.gr/img/p/1/9/6/4/1/19641.jpg,140
2BA6179,Leonardo Bacci - Memphis Blues,https://pg-plaisio.gr/img/p/2/2/9/2/2/22922.jpg,140
2BA6738,Leonardo Bacci - Access,https://pg-plaisio.gr/img/p/2/9/4/2/6/29426.jpg,0
2BA6739,Leonardo Bacci - The Gem,https://pg-plaisio.gr/img/p/2/9/4/2/2/29422.jpg,0
2BA6740,Leonardo Bacci - Chequered Fantasy,https://pg-plaisio.gr/img/p/2/9/4/1/8/29418.jpg,0
2BA6741,Leonardo Bacci - Punk Pop,https://pg-plaisio.gr/img/p/2/9/4/1/4/29414.jpg,0
2BA6854,Leonardo Bacci - Funky Florals (detail),https://pg-plaisio.gr/img/p/2/9/4/1/0/29410.jpg,0
2BF2819,Bob Ferri - Rising Sun,https://pg-plaisio.gr/img/p/1/2/9/3/8/12938.jpg,0
2BF3462,Bob Ferri - Gestures in Motion,https://pg-plaisio.gr/img/p/1/2/9/3/4/12934.jpg,0
2BN1224,Pierre Benson - Deco Lady,https://pg-plaisio.gr/img/p/1/8/1/0/5/18105.jpg,140
2BN1226,Pierre Benson - Scala Classica,https://pg-plaisio.gr/img/p/1/8/1/0/7/18107.jpg,140
2BN1227,Pierre Benson - Dolce Vita,https://pg-plaisio.gr/img/p/1/8/1/0/9/18109.jpg,140
2BN1228,Pierre Benson - Le Grand Salon,https://pg-plaisio.gr/img/p/1/8/1/1/1/18111.jpg,140
2BN1229,Pierre Benson - Ballerina,https://pg-plaisio.gr/img/p/1/8/1/1/3/18113.jpg,140
2BN1389,Pierre Benson - Intérieur parisien,https://pg-plaisio.gr/img/p/1/2/9/1/8/12918.jpg,0
2BN1391,Pierre Benson - Velvet,https://pg-plaisio.gr/img/p/1/2/9/1/4/12914.jpg,0
2BN1392,Pierre Benson - Divine,https://pg-plaisio.gr/img/p/1/2/9/1/0/12910.jpg,0
2BN1786,Pierre Benson - Grand Palais,https://pg-plaisio.gr/img/p/1/2/9/0/6/12906.jpg,140
2BN1792,Pierre Benson - Star,https://pg-plaisio.gr/img/p/1/2/9/0/2/12902.jpg,0
2BN1793,Pierre Benson - Red Velvet,https://pg-plaisio.gr/img/p/1/8/1/1/5/18115.jpg,140
2BN1800,Pierre Benson - On the Seashore,https://pg-plaisio.gr/img/p/1/2/8/9/4/12894.jpg,0
2BN1802,Pierre Benson - Rehearsal,https://pg-plaisio.gr/img/p/1/2/8/9/0/12890.jpg,0
2BN1809,Pierre Benson - Wild Orchid,https://pg-plaisio.gr/img/p/1/2/8/8/6/12886.jpg,0
2BN1810,Pierre Benson - Wild Flower,https://pg-plaisio.gr/img/p/1/2/8/8/2/12882.jpg,0
2BN1909,Pierre Benson - Like a Movie,https://pg-plaisio.gr/img/p/1/2/8/7/8/12878.jpg,0
2BN1910,Pierre Benson - Love Her,https://pg-plaisio.gr/img/p/1/2/8/7/4/12874.jpg,0
2BN1912,Pierre Benson - Kind of Magic,https://pg-plaisio.gr/img/p/1/8/1/1/7/18117.jpg,140
2BN1913,Pierre Benson - Ocean Waves,https://pg-plaisio.gr/img/p/1/2/8/6/6/12866.jpg,0
2BN2463,Pierre Benson - Gala Night,https://pg-plaisio.gr/img/p/1/2/8/6/2/12862.jpg,0
2BN2467,Pierre Benson - Beauty in an Interior,https://pg-plaisio.gr/img/p/1/8/1/1/9/18119.jpg,140
2BN2468,Pierre Benson - Lovers in Paris,https://pg-plaisio.gr/img/p/1/2/8/5/4/12854.jpg,0
2BN2474,Pierre Benson - Delicate,https://pg-plaisio.gr/img/p/1/2/8/5/0/12850.jpg,0
2BN2577,Pierre Benson - Kissing on Brooklyn Bridge,https://pg-plaisio.gr/img/p/1/2/8/4/6/12846.jpg,0
2BN2826,Pierre Benson - In Sunlight,https://pg-plaisio.gr/img/p/1/2/8/4/2/12842.jpg,0
2BN2827,Pierre Benson - Venus in NYC,https://pg-plaisio.gr/img/p/1/8/1/2/1/18121.jpg,140
2BN2829,Pierre Benson - Bonneville Salt Plains,https://pg-plaisio.gr/img/p/1/2/8/3/4/12834.jpg,0
2BN2833,Pierre Benson - Romance on the beach,https://pg-plaisio.gr/img/p/1/2/8/3/0/12830.jpg,140
2BN2840,Pierre Benson - Dim light Ballerina,https://pg-plaisio.gr/img/p/1/2/8/2/6/12826.jpg,140
2BN2843,Pierre Benson - In the Grand Palace,https://pg-plaisio.gr/img/p/1/2/8/2/2/12822.jpg,0
2BN2964,Pierre Benson - Beauté Parisienne,https://pg-plaisio.gr/img/p/1/8/1/2/3/18123.jpg,140
2BN2965,Pierre Benson - The White Dress,https://pg-plaisio.gr/img/p/1/2/8/1/4/12814.jpg,0
2BN2966,Pierre Benson - White Interior,https://pg-plaisio.gr/img/p/1/2/8/1/0/12810.jpg,0
2BN2967,Pierre Benson - Golden Gate View,https://pg-plaisio.gr/img/p/1/2/8/0/6/12806.jpg,0
2BN3437,Pierre Benson - Cheers!,https://pg-plaisio.gr/img/p/1/2/8/0/2/12802.jpg,0
2BN3438,Pierre Benson - Lovers in New York,https://pg-plaisio.gr/img/p/1/2/7/9/8/12798.jpg,0
2BN3439,Pierre Benson - Lovers in Paris,https://pg-plaisio.gr/img/p/1/2/7/9/4/12794.jpg,0
2BN3440,Pierre Benson - Sweet reverie,https://pg-plaisio.gr/img/p/1/8/1/2/5/18125.jpg,140
2BN3816,Pierre Benson - In the Dim Light,https://pg-plaisio.gr/img/p/9/6/6/8//9668.jpg,0
2BN3817,Pierre Benson - Petit Fleuriste,https://pg-plaisio.gr/img/p/9/6/6/4//9664.jpg,0
2BN3875,Pierre Benson - Ocean Escape,https://pg-plaisio.gr/img/p/9/6/6/0//9660.jpg,0
2BN3878,Pierre Benson - Window by the Sea (detail),https://pg-plaisio.gr/img/p/9/6/5/6//9656.jpg,0
2BN3879,Pierre Benson - Emerald Seascape,https://pg-plaisio.gr/img/p/9/6/5/2//9652.jpg,0
2BN4014,Pierre Benson - Beautiful Queen I,https://pg-plaisio.gr/img/p/1/8/1/2/7/18127.jpg,140
2BN4015,Pierre Benson - Beautiful Queen II,https://pg-plaisio.gr/img/p/1/8/1/2/9/18129.jpg,140
2BN4018,Pierre Benson - Boats on the Beach,https://pg-plaisio.gr/img/p/9/6/4/0//9640.jpg,0
2BN4019,Pierre Benson - Tropical Paradise,https://pg-plaisio.gr/img/p/9/6/3/6//9636.jpg,0
2BN4116,Pierre Benson - Sleeping Beauty,https://pg-plaisio.gr/img/p/1/8/1/3/1/18131.jpg,140
2BN6930,Pierre Benson - Flying on the Water (detail),https://pg-plaisio.gr/img/p/2/9/4/0/6/29406.jpg,0
2BN6933,Pierre Benson - Dancing on the Beach (detail),https://pg-plaisio.gr/img/p/2/9/4/0/2/29402.jpg,0
2BR3899,Ted Broome - Collection of Memories,https://pg-plaisio.gr/img/p/9/6/2/8//9628.jpg,0
